week,hr
6,0.038013827036607856
7,0.03538048404074894
8,0.033081087070697526
9,0.03107013100400258
10,0.02930709951397795
11,0.027756414508838884
12,0.02638717530168967
13,0.02517277697187382
14,0.02409047175429507
15,0.02312091667985657
16,0.02224773503055283
17,0.02145710781749227
18,0.020737403595076823
19,0.02007884966427702
20,0.019473244381328875
21,0.01891370830670604
22,0.018394470870839362
23,0.017910688781751716
24,0.017458292331529866
25,0.01703385591894121
26,0.016634489390941618
27,0.016257747148860986
28,0.015901552323313962
29,0.015564133669988298
30,0.015243973162312918
31,0.014939762549793841
32,0.014650367410284656
33,0.014374797451127743
34,0.014112182010000425
35,0.013861749874231855
36,0.013622812680413272
37,0.01339475127739307
38,0.013177004538146693
39,0.012969060192205601
40,0.012770447322698105
41,0.012580730232688037
42,0.01239950343620851
43,0.012226387571738464
44,0.012061026071193925
45,0.011903082446939297
46,0.011752238083829003
47,0.011608190443680187
48,0.011470651606539579
49,0.011339347087220179
50,0.01121401487733407
51,0.011094404672846647
52,0.010980277255370827
53,0.010871404002300775
54,0.010767566506700382
55,0.01066855629282486
56,0.010574174617444445
57,0.0104842323509164
58,0.010398549935351976
59,0.010316957420373592
60,0.010239294579966168
61,0.010165411116901314
62,0.01009516696425434
63,0.0100284326967422
64,0.009965090068085533
65,0.009905032694444649
66,0.009848166908306843
67,0.009794412812128216
68,0.009743705566682208
69,0.009695996955575097
70,0.00965125727489943
71,0.009609477605662988
72,0.00957067253661157
73,0.009534883416518081
74,0.009502182228091762
75,0.009472676190507177
76,0.009446513214272055
77,0.0094238883508108
78,0.009405051399740794
79,0.009390315859294715
80,0.009380069429554062
81,0.009374786303923625
82,0.009375041511448579
83,0.009381527601226044
84,0.009395073990919614
85,0.00941666933603252
86,0.009447487319065043
87,0.009488916315618377
88,0.009542593481611801
89,0.009610443945179034
90,0.009694726015641936
91,0.009798083697326222
92,0.009923608402234423
93,0.010074912712799443
94,0.010256220519385116
95,0.010472480068050138
96,0.010729509692606972
97,0.01103419064970836
98,0.011394728025350688
99,0.011821009810920817
100,0.012325106905258561
101,0.0129219743711189
102,0.01363043885466447
103,0.014474591964461742
104,0.015485760217090553
105,0.016705300430677198
106,0.01664395619991542
107,0.016585470642267307
108,0.016529574081967247
109,0.016476030594993904
110,0.016424633368971604
111,0.016375200726619927
112,0.016327572716564594
113,0.01628160818919413
114,0.016237182287164982
115,0.01619418429038474
116,0.0161525157640674
117,0.016112088965958605
