week,hr
6,0.03375512895413295
7,0.030757485369749194
8,0.028309876100761543
9,0.026298259033366776
10,0.024630235990289514
11,0.023232156594244917
12,0.022046025514228417
13,0.021026588645743815
14,0.020138770853689848
15,0.01935551791591655
16,0.018656030725182054
17,0.01802434950482978
18,0.01744823526548392
19,0.01691829574207192
20,0.01642730806484975
21,0.01596969729942806
22,0.01554113708017443
23,0.015138245065266474
24,0.014758351549885857
25,0.014399324230813398
26,0.014059435887754953
27,0.013737264750368919
28,0.013431619682678756
29,0.013141484158499405
30,0.012865974427817908
31,0.01260430837282199
32,0.012355782395252242
33,0.012119754321387757
34,0.011895630802601264
35,0.01168285806349493
36,0.011480915133688162
37,0.0112893089146424
38,0.011107570595833229
39,0.010935253057660802
40,0.010771928991314721
41,0.010617189535696151
42,0.01047064328402015
43,0.010331915552111933
44,0.010200647829888363
45,0.010076497359521498
46,0.009959136800160646
47,0.009848253951243684
48,0.009743551515413205
49,0.009644746888668343
50,0.009551571970230228
51,0.009463772988133912
52,0.009381110339123455
53,0.009303358443278884
54,0.009230305615136011
55,0.009161753954020644
56,0.009097519257016419
57,0.009037430958502119
58,0.00898133210059389
59,0.008929079339156501
60,0.008880542990341073
61,0.008835607122893748
62,0.00879416970178069
63,0.008756142789007226
64,0.00872145280788889
65,0.008690040877468785
66,0.008661863224284088
67,0.008636891679272706
68,0.008615114268291561
69,0.008596535905502172
70,0.008581179199779127
71,0.008569085385327706
72,0.008560315388873843
73,0.008554951047131006
74,0.00855309648977675
75,0.008554879704909445
76,0.008560454305934197
77,0.008570001521077663
78,0.008583732429295351
79,0.008601890469256905
80,0.008624754251430784
81,0.008652640707101597
82,0.008685908612518592
83,0.008724962531379924
84,0.008770257224610795
85,0.008822302583019921
86,0.008881669146065953
87,0.008948994278813172
88,0.009024989089414669
89,0.009110446181388052
90,0.00920624834885068
91,0.009313378339127008
92,0.009432929826183049
93,0.009566119760723139
94,0.009714302289174992
95,0.009878984465000008
96,0.010061844012808657
97,0.01026474944986994
98,0.010489782922320046
99,0.010739266176608617
100,0.011015790162857517
101,0.011322248858831452
102,0.01166187801487889
103,0.012038299656201994
104,0.01245557334508258
105,0.01291825540969065
106,0.012911284475729886
107,0.012904895853450112
108,0.012899040979133577
109,0.012893675326487051
110,0.012888758073020652
111,0.012884251793667357
112,0.012880122179471818
