week,hr
6,0.04734046182184149
7,0.044390462401239575
8,0.041729109970036406
9,0.03933182114026644
10,0.03717385300414169
11,0.035231120765017825
12,0.033480770644924066
13,0.03190154779123894
14,0.030474000755260067
15,0.029180561601724164
16,0.028005535832639653
17,0.026935030506206593
18,0.025956843129004262
19,0.02506032862575624
20,0.02423625719253228
21,0.02347667218086972
22,0.022774754300887587
23,0.02212469627733725
24,0.021521590531708403
25,0.02096133138602134
26,0.02044053259260676
27,0.019956460609498995
28,0.019506983902761715
29,0.019090538624099738
30,0.018706111262467434
31,0.018353239299523205
32,0.018032031529491156
33,0.01774321057856952
34,0.01748818135485934
35,0.017269130800114472
36,0.017089166589097468
37,0.016952505619970616
38,0.01686472770081315
39,0.016833116440195504
40,0.01686711904464732
41,0.016978971164549727
42,0.01718455474710646
43,0.01750459032477533
44,0.01796631735915736
45,0.018605899128871294
46,0.01947192294058907
47,0.020630589259424282
48,0.022173563500113597
49,0.024230135012178734
50,0.026986562294563303
51,0.03071788364447119
52,0.03584251278883694
53,0.04302190064232168
54,0.04234585895650857
55,0.04176411610735723
56,0.04126405920537119
57,0.0408346315460788
58,0.04046617054797964
59,0.04015025644521129
60,0.03987957190326014
61,0.03964777286216773
62,0.03944937076378552
