week,hr
6,0.03989976230513102
7,0.037221464055824924
8,0.035054882095319775
9,0.03333390170495132
10,0.03200051659931459
11,0.031004397519148987
12,0.029187367281749307
13,0.02765515043734634
14,0.026348905463656053
15,0.025222308781209866
16,0.024239157369145486
17,0.023371306890963922
18,0.022596957032885074
19,0.02189925864692061
20,0.021265201408562
21,0.020684736781923358
22,0.02015009334783486
23,0.01965524657168791
24,0.019195510957651284
25,0.01876722826382923
26,0.01836753058414338
27,0.01799416147932957
28,0.01764534195812318
29,0.01731967103963763
30,0.01701605296546838
31,0.016733644975013527
32,0.01647182100186498
33,0.016230147772476708
34,0.016008370656878042
35,0.0158064072885893
36,0.015624347479606077
37,0.015462458339385391
38,0.015321193789383703
39,0.01520120786566746
40,0.015103371335145015
41,0.015028791225833022
42,0.01497883289524304
43,0.014955144238799073
44,0.014959681577209463
45,0.014994736664229362
46,0.015062964133753654
47,0.015167408572543489
48,0.015311530284624298
49,0.01549922873739794
50,0.015734862689193115
51,0.016023266141072162
52,0.01636975957791321
53,0.016780156494161556
54,0.016660723442533016
55,0.01655039186361798
56,0.016448491460644185
57,0.016354397899245608
58,0.016267530144103075
59,0.01618734788211481
60,0.016113349038144584
61,0.01604506738854289
62,0.01598207027647231
63,0.015923956431797788
64,0.015870353897052134
65,0.01582091805983
66,0.01577532979093824
67,0.01573329368675182
