week,hr
6,0.03390828138249601
7,0.03088742876037992
8,0.02843730835739302
9,0.02643181434049299
10,0.02477118115083692
11,0.02337767306854116
12,0.022191391706777072
13,0.021166555903870763
14,0.020268374610593567
15,0.01947050856424415
16,0.01875305853877605
17,0.018100997761298622
18,0.01750296550734076
19,0.01695034728999299
20,0.016436578604985368
21,0.01595662091948759
22,0.015506569157705307
23,0.015083358873831481
24,0.014684548581062601
25,0.01430815848724884
26,0.013952551403723323
27,0.0136163450789329
28,0.013298347874482629
29,0.012997511727226619
30,0.012712897872937307
31,0.012443651960743509
32,0.012188986053514334
33,0.011948165657633939
34,0.011720500409741472
35,0.01150533740877967
36,0.011302056449987103
37,0.011110066616592697
38,0.010928803832452065
39,0.010757729087866328
40,0.010596327131192225
41,0.010444105477959154
42,0.01030059363254428
43,0.010165342449127193
44,0.010037923581693326
45,0.00991792898955501
46,0.00980497047688969
47,0.009698679253411667
48,0.00959870550941707
49,0.009504718002763328
50,0.009416403658366115
51,0.009333467182898791
52,0.009255630698833525
53,0.00918263340298047
54,0.009114231255407994
55,0.009050196705179639
56,0.0089903184598049
57,0.008934401305735504
58,0.008882265987696597
59,0.008833749155162218
60,0.008788703384899068
61,0.008746997289243332
62,0.008708515720665716
63,0.008673160084251523
64,0.008640848771001734
65,0.008611517726381156
66,0.008585121170337428
67,0.008561632487133552
68,0.00854104530582738
69,0.008523374795154779
70,0.008508659200004445
71,0.008496961650698194
72,0.008488372281021046
73,0.008483010696510902
74,0.008481028841079296
75,0.008482614317789386
76,0.008487994228804656
77,0.008497439610441833
78,0.008511270552274042
79,0.008529862104794117
80,0.008553651098814785
81,0.0085831440222507
82,0.008618926127054444
83,0.008661671971939655
84,0.008712157646455228
85,0.00877127497064939
86,0.008840048024075006
87,0.008919652430874649
88,0.009011437917457609
89,0.009116954770036647
90,0.009237984956343502
91,0.009376578845962687
92,0.00953509867558277
93,0.009716270170232336
94,0.009923244063723417
95,0.010159669679993776
96,0.010429783266762046
97,0.010738514447083018
98,0.011091615017643207
99,0.011495815435644456
100,0.011959015782321641
101,0.012490519886656424
102,0.013101323801345335
103,0.0138044731782741
104,0.014615508631341355
105,0.015553024399963604
106,0.015546833561484336
107,0.015541273484451472
108,0.01553627996255353
109,0.015531795313618712
110,0.015527767718916613
111,0.015524150628935996
112,0.015520902229034295
