week,hr
6,0.04079375237763174
7,0.03772327001079005
8,0.03510611471494649
9,0.032869647480013635
10,0.03095059194189591
11,0.029294911411693342
12,0.027857164946818
13,0.02659959838295706
14,0.025491141468835125
15,0.024506417338864637
16,0.02362482433052475
17,0.022829719153302674
18,0.022107710807677185
19,0.021448063057952885
20,0.020842197029701325
21,0.020283282692543012
22,0.019765907255855912
23,0.019285808951822532
24,0.018839665731339956
25,0.018424929697923913
26,0.01803969944227187
27,0.01768262369775739
28,0.01735283085403347
29,0.017049879814965186
30,0.01677372845979897
31,0.016524716563932288
32,0.0163035604636822
33,0.016111357016608832
34,0.01594959452684161
35,0.015820168290262525
36,0.01572539829264899
37,0.015668046402797994
38,0.01565133019610417
39,0.015678930393811078
40,0.01575498889786515
41,0.015884094641924255
42,0.01607125507032351
43,0.016321852094081848
44,0.01664158292169633
45,0.017036388222790976
46,0.017512372534909774
47,0.018075724363042348
48,0.01873264552659641
49,0.01948930031970089
50,0.020351794411717722
51,0.021326191024480936
52,0.022418568396205804
53,0.023635119158060887
54,0.02337697280815942
55,0.02314608760178379
56,0.022939683026500474
57,0.022755242989262976
58,0.022590494248550846
59,0.022443386005608017
60,0.022312070660139672
61,0.022194885749950165
62,0.02209033708813959
63,0.021997083097334263
64,0.02191392032432796
65,0.02183977010363588
66,0.021773666326197445
67,0.021714744260209782
